customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
9850-WAZTL,Male,0,No,No,54,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),30.11,1673.78,No
2001-NRQRF,Male,0,No,Yes,50,Yes,No,DSL,No,Yes,No,Yes,Yes,No,One year,No,Bank transfer (automatic),35.05,1786.22,No
0497-OPENL,Male,0,No,No,1,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),59.48,59.48,Yes
3765-QMFHT,Male,0,Yes,Yes,37,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,97.8,3573.09,Yes
0314-ZTICK,Female,1,Yes,No,38,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,41.32,1516.96,Yes
8342-STITE,Female,0,Yes,No,14,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),41.18,502.72,No
6577-MHZWQ,Female,0,Yes,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),87.91,4466.68,No
9249-DCPCE,Male,1,Yes,Yes,33,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),83.16,2752.83,No
3702-WTJZH,Male,0,No,No,53,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.78,1858.47,Yes
7111-CNMBX,Female,0,Yes,No,63,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,50.9,3175.71,No
1604-DDAIZ,Male,0,Yes,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,107.0,5402.27,No
2338-DAAMC,Female,0,No,Yes,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,23.23,484.03,No
8197-MHVHK,Male,0,No,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),66.32,2332.07,No
5999-RCURT,Male,0,Yes,No,17,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),18.95,346.96,No
8085-QBSPO,Female,0,No,No,65,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),64.82,4195.86,No
1920-XKPYE,Male,0,No,No,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,49.14,1801.63,No
2899-DIPCF,Male,0,Yes,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),44.71,939.57,Yes
1025-FUQRT,Female,0,No,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,77.92,788.08,Yes
0413-ZPLDG,Male,0,Yes,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),39.06,2500.22,No
9655-LOGCJ,Female,0,Yes,Yes,37,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),111.02,4092.95,No
5380-ONXWZ,Male,0,Yes,Yes,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),87.0,3062.88,Yes
8140-DUDMS,Male,0,Yes,No,36,Yes,No,DSL,No,No,No,No,No,Yes,Two year,No,Credit card (automatic),46.7,1654.47,No
3911-AYTUS,Female,0,No,No,13,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Credit card (automatic),87.22,1112.38,No
4356-TZZXN,Male,0,No,No,70,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,63.39,4398.0,No
7538-ETPYY,Female,0,Yes,Yes,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,22.09,774.52,Yes
3284-ZHANG,Female,0,No,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,33.53,421.28,Yes
9904-IMBIX,Female,0,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,83.98,4104.76,No
1880-FFPVL,Male,0,Yes,No,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,74.76,915.21,Yes
0893-RBRRJ,Female,0,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),63.26,1312.22,No
0016-WGEZK,Female,0,Yes,No,61,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Two year,No,Mailed check,48.1,2931.21,No
4973-MMTIR,Female,0,No,Yes,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,41.43,740.81,No
7829-UCZOV,Male,1,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),45.06,264.95,No
6602-ZXHXY,Female,0,No,No,48,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,No,Electronic check,88.1,4205.51,No
0673-WOQYA,Male,0,Yes,No,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),110.5,5970.17,No
2999-UBPDQ,Female,1,Yes,Yes,41,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,41.97,1668.59,No
9936-KKAZM,Male,1,No,No,52,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Mailed check,56.82,2970.83,No
9811-ULYQZ,Female,0,No,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,111.03,2056.16,Yes
8701-YLFCV,Female,0,Yes,No,18,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),112.11,2054.36,No
5772-QQACG,Male,1,No,No,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,45.07,939.34,No
0056-RJIFW,Female,0,Yes,No,27,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),112.77,3005.61,No
3958-SYQQH,Female,0,Yes,No,15,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),33.15,495.69,No
1435-ZYOSB,Male,0,Yes,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),40.78,744.8,No
7953-OSYCR,Male,0,No,No,2,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),99.96,146.58,Yes
2567-XDCOJ,Female,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Credit card (automatic),67.85,139.47,No
5790-GPXID,Male,0,No,No,2,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),21.96,44.77,Yes
0868-JRRQP,Male,0,No,Yes,17,No,No phone service,DSL,No,Yes,No,Yes,No,No,Two year,No,Electronic check,19.79,327.64,No
1408-IFYZA,Female,0,Yes,No,4,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,60.13,300.86,Yes
1696-WSNJX,Male,0,Yes,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,80.76,3203.72,No
5532-YZADS,Female,1,Yes,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),115.0,2992.34,No
3973-EGOCB,Male,0,No,No,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),98.22,3033.51,No
9026-CBBYV,Female,1,Yes,No,67,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),111.57,7459.89,No
2870-AUQDF,Male,1,No,Yes,1,No,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),76.06,76.06,Yes
5415-POVFX,Female,0,No,No,0,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,49.1,49.1,No
0089-ENXWW,Female,0,No,No,60,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),74.8,4424.56,No
5008-ICBQI,Male,0,Yes,No,2,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),54.9,99.05,No
3651-ANNGW,Male,1,Yes,Yes,37,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,No,Credit card (automatic),98.85,3629.79,No
5738-QWPMA,Female,0,No,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),75.83,706.94,No
5490-XGDVZ,Female,0,No,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),61.18,2128.88,No
2664-ABZYT,Female,1,Yes,Yes,65,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),101.07,6592.55,No
3888-OYQYN,Male,0,No,No,26,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,112.86,2956.1,Yes
8100-WFOXE,Female,1,No,Yes,23,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,34.74,841.29,Yes
6065-CZINK,Female,0,Yes,No,2,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Credit card (automatic),113.4,228.71,No
6364-TIWYE,Male,0,No,Yes,3,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,No,Electronic check,64.04,302.18,Yes
3979-EEKOM,Male,0,Yes,Yes,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,46.12,218.01,Yes
8742-SPJKX,Male,0,No,No,36,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,93.79,3351.51,No
8979-NXEDZ,Female,0,Yes,Yes,33,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),60.84,1982.15,No
4502-LESRQ,Male,1,Yes,Yes,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,87.16,2749.04,No
6271-LLQIU,Male,0,Yes,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),85.3,3839.66,No
8062-QGKHO,Female,0,No,Yes,23,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),78.56,1738.5,No
7202-PCAWK,Male,1,No,Yes,56,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),91.51,5113.85,No
6684-XKYMH,Female,0,Yes,No,17,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),37.11,499.75,No
3530-WUNTC,Female,0,Yes,No,25,No,No phone service,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,118.75,3031.93,No
4092-ZVYFK,Female,1,Yes,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,34.61,1171.91,No
5630-BTQGW,Female,0,Yes,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),67.34,2885.37,Yes
5143-QPQMY,Female,0,No,No,19,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,111.82,2123.77,Yes
0870-SBXRF,Female,0,Yes,No,1,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,42.16,42.16,Yes
3915-IDBZH,Female,0,No,No,6,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,90.12,486.95,Yes
6078-YULEZ,Male,0,No,No,16,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,19.13,296.47,Yes
7719-XMTUV,Male,0,Yes,No,67,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Two year,No,Electronic check,26.76,1888.49,No
7980-GWIZP,Female,0,No,No,23,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,59.31,1375.91,Yes
5717-MOOOQ,Male,0,No,No,11,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,105.09,1211.28,Yes
1881-SBLLW,Female,0,No,No,38,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),98.03,3727.04,No
4992-EGETD,Female,0,No,Yes,61,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,31.52,1998.7,No
6429-JBHDN,Female,0,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,96.03,1001.43,No
9025-HVOAL,Male,0,Yes,No,6,Yes,No,DSL,No,Yes,Yes,No,No,No,Two year,No,Electronic check,18.31,72.42,No
9523-BOPXM,Male,0,No,No,36,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),28.68,1062.09,No
0221-ELKSF,Male,1,Yes,No,65,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,94.43,6193.08,No
0437-LTSFQ,Female,0,No,Yes,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),107.31,1720.0,No
8286-GWFDJ,Female,0,No,Yes,16,No,No phone service,DSL,No,No,No,No,Yes,No,Two year,No,Mailed check,60.37,932.32,No
8243-FZRKI,Female,0,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),38.97,73.1,Yes
2363-OUTVW,Female,0,Yes,No,2,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,54.81,155.54,Yes
4991-PCUAI,Female,1,Yes,No,13,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,63.66,859.2,Yes
4529-YSBZV,Female,0,No,Yes,10,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),44.47,437.35,No
3616-PIXHS,Male,0,Yes,Yes,67,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),118.75,7951.53,No
9815-BHQPP,Female,0,Yes,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,71.03,3137.44,Yes
0376-MIEVG,Male,0,No,Yes,11,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Electronic check,84.37,944.3,Yes
8260-RAMUZ,Female,0,No,No,17,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,118.75,2138.91,Yes
5390-QNAUN,Female,1,No,No,0,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,111.83,111.83,Yes
0996-WRDRL,Male,0,No,No,6,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),48.35,296.42,No
2457-FOSYL,Female,0,Yes,No,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,60.2,2800.28,No
5023-OCYBR,Male,0,No,No,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),57.17,1591.07,No
6682-MLSGQ,Female,0,No,No,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),30.64,926.07,No
6950-KHLSR,Male,0,Yes,No,51,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Credit card (automatic),46.94,2410.87,No
4095-CKDEQ,Male,0,Yes,No,31,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,118.75,3680.13,No
9205-GLOSU,Female,0,Yes,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),34.55,34.55,No
3165-IBRDY,Male,0,No,Yes,41,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),82.05,3509.29,No
1074-FCYEO,Female,1,No,Yes,13,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.0,1112.06,Yes
8628-HKJMU,Female,0,No,No,1,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),64.88,145.05,No
2795-KKEKZ,Male,1,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,63.9,561.89,Yes
9396-XZSXT,Male,0,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,107.42,107.42,Yes
1912-XNGZP,Male,0,No,No,61,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,52.38,3126.41,No
0222-OANMW,Male,1,No,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,36.16,2479.3,No
5895-XCLCK,Male,0,No,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,97.71,5860.27,No
1939-BPHLV,Female,0,Yes,No,30,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,97.85,3002.61,No
4059-CURFL,Male,0,No,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,37.0,176.26,Yes
3494-RATFI,Female,0,No,No,14,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,118.75,1671.21,Yes
3912-WTZAV,Male,1,Yes,Yes,30,Yes,No,DSL,No,Yes,Yes,No,No,Yes,One year,No,Electronic check,35.72,1024.39,No
8163-ABHNL,Female,0,No,Yes,42,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,57.4,2340.58,No
9022-DVHWH,Female,0,Yes,Yes,61,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Mailed check,118.75,7190.69,No
3981-EDOOW,Male,0,Yes,No,54,Yes,No,DSL,No,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),28.95,1622.35,No
7938-GFERW,Female,0,No,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),96.6,3331.31,No
8252-LNJCH,Male,0,Yes,No,48,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Electronic check,76.23,3653.98,Yes
7105-WQVSA,Male,1,No,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,114.55,6697.56,No
3457-SUAJN,Female,0,No,No,2,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),87.42,179.72,Yes
5746-QZOZV,Female,1,Yes,No,30,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Electronic check,69.22,2136.9,No
5838-MLYBE,Male,0,Yes,Yes,56,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Electronic check,88.09,5028.32,No
6171-AXDRF,Male,0,Yes,No,17,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,Yes,Mailed check,97.81,1777.68,No
8752-VMQIE,Male,0,Yes,No,33,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Electronic check,58.33,1943.03,No
4091-PGTNL,Male,0,No,No,60,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Mailed check,39.97,2360.22,No
3958-EZNXH,Male,1,Yes,Yes,10,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,97.24,986.11,Yes
5120-HNFPY,Male,0,No,Yes,6,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,66.93,365.66,Yes
8764-JMSHN,Female,0,Yes,No,6,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,116.05,758.26,Yes
5787-MUOAY,Male,0,Yes,No,17,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,118.75,2089.85,Yes
3151-TTCOX,Female,0,No,No,17,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Electronic check,63.02,1062.7,No
1990-PVDPB,Female,0,No,No,72,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),59.01,4285.99,Yes
7321-RZZCA,Female,1,No,No,13,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,67.79,941.43,Yes
3986-FNYWA,Male,0,No,No,45,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.59,3747.71,No
5854-APYXZ,Female,0,No,No,20,No,No phone service,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),84.58,1747.01,No
7435-NMYIE,Female,0,Yes,Yes,23,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),53.52,1241.34,Yes
6435-DMMYH,Male,0,Yes,No,4,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,60.22,217.08,Yes
5257-ZKNKI,Female,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,89.19,379.22,Yes
9199-BDOEA,Male,0,Yes,No,31,No,No phone service,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,50.27,1577.7,No
6946-RTLSU,Female,0,No,No,23,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),107.22,2500.55,No
6343-BUKGN,Male,0,No,Yes,48,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Mailed check,83.27,4107.27,No
2501-JJRSJ,Female,1,No,No,1,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,77.37,77.37,Yes
3331-OOCJD,Male,1,No,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,116.26,873.7,Yes
2217-QXJIF,Male,0,No,No,55,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),19.02,1114.31,No
3218-AIJHL,Male,0,Yes,No,62,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,38.97,2397.74,No
4174-ZIQUN,Male,0,No,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),21.54,589.49,No
3190-XWXVV,Male,0,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),117.45,1576.04,No
2129-UIUBS,Male,0,Yes,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,27.01,1910.11,No
0015-QUXQT,Male,0,No,Yes,72,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,37.03,2657.98,Yes
1364-LFFCI,Female,0,Yes,No,32,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,34.72,1073.02,Yes
5375-CSVFT,Female,1,Yes,Yes,28,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),47.92,1338.73,No
7518-EWAZQ,Female,1,No,No,47,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Credit card (automatic),111.6,5251.66,No
1888-JYNQX,Female,0,No,No,18,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),24.73,402.54,Yes
0403-LFZWV,Male,0,Yes,No,2,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,118.75,302.43,Yes
1387-SEWLM,Male,0,No,No,27,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Mailed check,81.07,2207.81,No
0891-ZULJE,Male,0,Yes,No,11,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,70.93,787.34,Yes
8181-LRHOG,Male,0,Yes,No,60,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Mailed check,41.13,2414.49,No
3920-KEATY,Male,1,Yes,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),27.88,178.83,No
0154-PBOUL,Female,0,No,No,2,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,56.07,160.4,No
2573-INJGU,Female,0,Yes,No,24,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,47.51,1167.09,No
2075-YODTR,Female,0,Yes,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,42.41,1269.78,No
7082-PXBKS,Male,0,No,Yes,55,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,115.51,6333.2,No
3259-BBKOS,Female,0,Yes,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,96.93,2339.55,Yes
7986-RGUXU,Male,0,Yes,No,34,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),105.51,3597.67,No
8975-MRGQS,Male,0,Yes,No,18,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),95.15,1757.91,No
9535-LDJXC,Male,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,30.0,352.56,Yes
9442-NXXVL,Female,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),107.02,448.79,No
5140-ONWLX,Male,0,No,No,59,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Mailed check,118.75,7028.95,No
